timestamp,temperature,humidity,weight
 4/3/19  4:3:0  PM,33.2,25.5,4.44
 4/3/19  4:4:0  PM,33.2,26.6,4.44
 4/3/19  4:5:0  PM,33.1,26.6,4.44
 4/3/19  4:6:0  PM,33.5,26.6,4.44
 4/3/19  4:7:0  PM,33.5,26.6,4.44
 4/3/19  4:8:0  PM,33.5,26.6,4.45
 4/3/19  4:9:0  PM,33.5,26.6,4.45
 4/3/19  6:0:0  PM,29.7,31.3,4.39
 4/3/19  6:1:0  PM,29.7,31.3,4.39
 4/3/19  6:2:0  PM,29.7,31.3,4.39
 4/3/19  6:3:0  PM,29.5,31.3,4.39
 4/3/19  6:4:0  PM,29.5,31.3,4.39
 4/3/19  6:5:0  PM,29.5,31.3,4.39
 4/3/19  6:6:0  PM,29.5,31.5,4.39
 4/3/19  6:7:0  PM,29.5,31.5,4.39
 4/3/19  6:8:0  PM,29.5,31.5,4.39
 4/3/19  6:9:0  PM,29.5,31.5,4.39
 4/3/19  8:0:0  PM,27.5,61.4,4.35
 4/3/19  8:1:0  PM,27.5,61.4,4.35
 4/3/19  8:2:0  PM,27.5,61.4,4.35
 4/3/19  8:3:0  PM,27.5,61.4,4.35
 4/3/19  8:4:0  PM,27.5,61.4,4.35
 4/3/19  8:5:0  PM,27.3,61.4,4.35
 4/3/19  8:6:0  PM,27.3,61.4,4.35
 4/3/19  8:7:0  PM,27.3,61.4,4.35
 4/3/19  8:8:0  PM,27.3,61.4,4.35
 4/3/19  8:9:0  PM,27.3,61.4,4.35
 5/3/19  8:0:0  AM,26.3,78.3,4.51
 5/3/19  8:1:0  AM,26.3,78.3,4.51
 5/3/19  8:2:0  AM,26.3,78.3,4.51
 5/3/19  8:3:0  AM,26.3,78.3,4.51
 5/3/19  8:4:0  AM,26.3,78.3,4.51
 5/3/19  8:5:0  AM,26.3,78.3,4.51
 5/3/19  8:6:0  AM,26.3,78.6,4.54
 5/3/19  8:7:0  AM,26.3,78.6,4.54
 5/3/19  8:8:0  AM,26.3,78.6,4.54
 5/3/19  8:9:0  AM,26.3,78.6,4.54
 5/3/19  10:0:0  AM,27.4,53.4,4.56
 5/3/19  10:1:0  AM,27.4,53.4,4.57
 5/3/19  10:2:0  AM,27.4,53.4,4.57
 5/3/19  10:3:0  AM,27.4,53.4,4.57
 5/3/19  10:4:0  AM,27.4,53.4,4.57
 5/3/19  10:5:0  AM,27.6,53.4,4.57
 5/3/19  10:6:0  AM,27.6,53.4,4.57
 5/3/19  10:7:0  AM,27.6,53.4,4.59
 5/3/19  10:8:0  AM,27.6,53.4,4.59
 5/3/19  10:9:0  AM,27.6,53.4,4.59
 5/3/19  12:0:0  PM,32.6,39.7,4.61
 5/3/19  12:1:0  PM,32.6,39.7,4.61
 5/3/19  12:2:0  PM,32.6,39.7,4.61
 5/3/19  12:3:0  PM,32.6,39.7,4.61
 5/3/19  12:4:0  PM,32.6,39.7,4.61
 5/3/19  12:5:0  PM,32.1,39.7,4.63
 5/3/19  12:6:0  PM,32.4,39.7,4.63
 5/3/19  12:7:0  PM,32.4,39.7,4.63
 5/3/19  12:8:0  PM,32.4,39.7,4.63
 5/3/19  12:9:0  PM,32.4,39.7,4.63
 5/3/19  2:0:0  PM,32.4,30.2,4.67
 5/3/19  2:1:0  PM,33.7,30.2,4.67
 5/3/19  2:2:0  PM,33.7,30.2,4.67
 5/3/19  2:3:0  PM,33.7,30.2,4.67
 5/3/19  2:4:0  PM,33.7,30.2,4.67
 5/3/19  2:5:0  PM,33.7,30.2,4.67
 5/3/19  2:6:0  PM,33.7,30.2,4.67
 5/3/19  2:7:0  PM,33.6,30.2,4.68
 5/3/19  2:8:0  PM,33.5,30.2,4.68
 5/3/19  2:9:0  PM,33.5,30.2,4.68
 5/3/19  4:0:0  PM,32.5,21.5,4.59
 5/3/19  4:1:0  PM,32.5,21.5,4.59
 5/3/19  4:2:0  PM,32.5,21.5,4.59
 5/3/19  4:3:0  PM,32.5,21.5,4.59
 5/3/19  4:4:0  PM,32.5,21.5,4.59
 5/3/19  4:5:0  PM,32.5,21.5,4.59
 5/3/19  4:6:0  PM,32.3,21.5,4.59
 5/3/19  4:7:0  PM,32.3,21.5,4.62
 5/3/19  4:8:0  PM,32.3,21.5,4.62
 5/3/19  4:9:0  PM,32.3,21.5,4.62
 5/3/19  6:0:0  PM,30.2,30.3,4.67
 5/3/19  6:1:0  PM,30.2,30.3,4.67
 5/3/19  6:2:0  PM,30.2,30.3,4.67
 5/3/19  6:3:0  PM,30.2,30.3,4.67
 5/3/19  6:4:0  PM,30.2,30.3,4.72
 5/3/19  6:5:0  PM,30.4,30.3,4.72
 5/3/19  6:6:0  PM,30.3,30.3,4.73
 5/3/19  6:7:0  PM,30.3,30.3,4.73
 5/3/19  6:8:0  PM,30.3,30.3,4.73
 5/3/19  6:9:0  PM,30.3,30.3,
 5/3/19  8:0:0  PM,28.8,48.5,4.69
 5/3/19  8:1:0  PM,28.8,48.5,4.69
 5/3/19  8:2:0  PM,28.8,48.5,4.69
 5/3/19  8:3:0  PM,28.8,48.5,4.69
 5/3/19  8:4:0  PM,28.8,48.5,4.69
 5/3/19  8:5:0  PM,28.8,48.5,4.81
 5/3/19  8:6:0  PM,28.3,48.5,4.81
 5/3/19  8:7:0  PM,28.3,48.5,4.81
 5/3/19  8:8:0  PM,28.3,48.5,4.81
 5/3/19  8:9:0  PM,28.3,48.5,4.81
 6/3/19  8:0:0  AM,,,4.91
 6/3/19  8:1:0  AM,26.4,78.2,4.91
 6/3/19  8:2:0  AM,26.4,78.2,4.91
 6/3/19  8:3:0  AM,26.4,78.2,4.91
 6/3/19  8:4:0  AM,,78.2,4.91
 6/3/19  8:5:0  AM,26.4,78.2,4.91
 6/3/19  8:6:0  AM,26.4,78.2,4.91
 6/3/19  8:7:0  AM,26.8,78.6,4.91
 6/3/19  8:8:0  AM,26.4,77.8,4.91
 6/3/19  8:9:0  AM,26.4,77.8,4.91
 6/3/19  10:0:0  AM,32.6,51.4,4.89
 6/3/19  10:1:0  AM,32.6,51.4,4.89
 6/3/19  10:2:0  AM,32.6,51.4,4.89
 6/3/19  10:3:0  AM,32.6,51.4,4.89
 6/3/19  10:4:0  AM,32.6,51.4,4.89
 6/3/19  10:5:0  AM,32.6,51.4,4.89
 6/3/19  10:6:0  AM,32.6,51.4,4.89
 6/3/19  10:7:0  AM,32.6,51.4,4.89
 6/3/19  10:8:0  AM,32.6,51.4,4.88
 6/3/19  10:9:0  AM,33.6,50.3,4.88
 6/3/19  12:0:0  PM,34.2,38.9,4.94
 6/3/19  12:1:0  PM,34.2,38.9,4.94
 6/3/19  12:2:0  PM,34.2,38.9,4.94
 6/3/19  12:3:0  PM,34.2,38.9,4.94
 6/3/19  12:4:0  PM,34.2,38.9,4.94
 6/3/19  12:5:0  PM,34.2,38.9,4.94
 6/3/19  12:6:0  PM,34.2,38.9,4.94
 6/3/19  12:7:0  PM,34.2,38.5,4.94
 6/3/19  12:8:0  PM,34.2,38.5,4.94
 6/3/19  12:9:0  PM,34.2,38.5,4.96
 6/3/19  2:0:0  PM,36.8,33.2,4.87
 6/3/19  2:1:0  PM,36.8,33.2,4.87
 6/3/19  2:2:0  PM,36.8,33.2,4.87
 6/3/19  2:3:0  PM,36.8,33.2,4.87
 6/3/19  2:4:0  PM,36.8,33.2,4.87
 6/3/19  2:5:0  PM,36.8,33.2,4.87
 6/3/19  2:6:0  PM,36.8,33.2,4.87
 6/3/19  2:7:0  PM,36.8,33.2,4.87
 6/3/19  2:8:0  PM,36.8,33.2,4.87
 6/3/19  2:9:0  PM,36.8,33.2,4.87
 6/3/19  4:0:0  PM,33.1,28.5,4.95
 6/3/19  4:1:0  PM,33.1,28.5,4.95
 6/3/19  4:2:0  PM,33.1,28.5,4.95
 6/3/19  4:3:0  PM,33.1,28.5,4.95
 6/3/19  4:4:0  PM,33.1,28.5,4.95
 6/3/19  4:5:0  PM,33.1,29.1,4.95
 6/3/19  4:6:0  PM,33.1,28.8,4.95
 6/3/19  4:7:0  PM,32.9,28.8,4.95
 6/3/19  4:8:0  PM,32.9,28.8,4.95
 6/3/19  4:9:0  PM,32.9,28.8,4.95
 6/3/19  6:0:0  PM,29.8,34.1,4.98
 6/3/19  6:1:0  PM,29.8,34.1,4.98
 6/3/19  6:2:0  PM,29.8,34.1,4.98
 6/3/19  6:3:0  PM,29.8,34.1,4.98
 6/3/19  6:4:0  PM,29.8,34.1,4.98
 6/3/19  6:5:0  PM,29.8,34.1,4.98
 6/3/19  6:6:0  PM,29.8,33.8,4.98
 6/3/19  6:7:0  PM,28.5,33.8,4.98
 6/3/19  6:8:0  PM,28.5,33.8,4.98
 6/3/19  6:9:0  PM,28.5,33.8,4.98
 6/3/19  8:0:0  PM,27.3,49.2,5.12
 6/3/19  8:1:0  PM,27.3,49.2,5.12
 6/3/19  8:2:0  PM,27.3,49.2,5.12
 6/3/19  8:3:0  PM,27.3,49.2,5.12
 6/3/19  8:4:0  PM,27.3,49.2,5.12
 6/3/19  8:5:0  PM,27.3,49.2,5.14
 6/3/19  8:6:0  PM,27.3,49.2,5.14
 6/3/19  8:7:0  PM,26.9,50.1,5.14
 6/3/19  8:8:0  PM,27.3,50.1,5.14
 6/3/19  8:9:0  PM,27.3,50.1,5.14
 7/3/19  8:0:0  AM,27.2,60.2,5.23
 7/3/19  8:1:0  AM,27.2,60.2,5.23
 7/3/19  8:2:0  AM,27.2,60.2,5.23
 7/3/19  8:3:0  AM,27.2,60.2,5.23
 7/3/19  8:4:0  AM,27.2,60.2,5.23
 7/3/19  8:5:0  AM,27.2,60.5,5.23
 7/3/19  8:6:0  AM,27.2,60.5,5.23
 7/3/19  8:7:0  AM,27.2,60.5,5.23
 7/3/19  8:8:0  AM,26.9,60.5,5.23
 7/3/19  8:9:0  AM,26.9,60.1,5.23
 7/3/19  10:0:0  AM,32.3,33.2,5.32
 7/3/19  10:1:0  AM,32.3,33.2,5.32
 7/3/19  10:2:0  AM,32.3,33.2,5.32
 7/3/19  10:3:0  AM,32.3,33.2,5.32
 7/3/19  10:4:0  AM,32.3,33.4,5.32
 7/3/19  10:5:0  AM,32.3,33.4,5.34
 7/3/19  10:6:0  AM,32.3,33.4,5.38
 7/3/19  10:7:0  AM,33.4,33.4,5.38
 7/3/19  10:8:0  AM,33.4,33.4,5.38
 7/3/19  10:9:0  AM,33.4,33.4,5.38
 7/3/19  12:0:0  PM,37.4,25.2,5.29
 7/3/19  12:1:0  PM,37.4,25.2,5.29
 7/3/19  12:2:0  PM,37.4,25.2,5.29
 7/3/19  12:3:0  PM,37.4,25.2,5.29
 7/3/19  12:4:0  PM,37.4,25.2,5.36
 7/3/19  12:5:0  PM,36.8,25.6,5.36
 7/3/19  12:6:0  PM,36.8,25.6,5.36
 7/3/19  12:7:0  PM,36.8,25.6,5.36
 7/3/19  12:8:0  PM,36.8,25.6,5.36
 7/3/19  12:9:0  PM,36.8,25.6,5.38
 7/3/19  2:0:0  PM,37.1,20.1,5.41
 7/3/19  2:1:0  PM,37.1,20.1,5.41
 7/3/19  2:2:0  PM,37.1,20.1,5.41
 7/3/19  2:3:0  PM,37.1,20.1,5.41
 7/3/19  2:4:0  PM,37.1,20.7,5.41
 7/3/19  2:5:0  PM,35.1,20.7,5.41
 7/3/19  2:6:0  PM,35.1,20.7,5.41
 7/3/19  2:7:0  PM,35.1,20.7,5.41
 7/3/19  2:8:0  PM,35.1,20.7,5.41
 7/3/19  2:9:0  PM,35.1,20.7,5.41
 7/3/19  4:0:0  PM,33.2,17.2,5.43
 7/3/19  4:1:0  PM,33.2,17.2,5.43
 7/3/19  4:2:0  PM,33.2,17.2,5.43
 7/3/19  4:3:0  PM,33.2,17.2,5.43
 7/3/19  4:4:0  PM,33.2,17.2,5.43
 7/3/19  4:5:0  PM,32.6,17.2,5.43
 7/3/19  4:6:0  PM,32.7,18.5,5.43
 7/3/19  4:7:0  PM,32.7,18.5,5.43
 7/3/19  4:8:0  PM,32.7,18.5,5.43
 7/3/19  4:9:0  PM,32.7,18.5,5.43
 7/3/19  6:0:0  PM,29.3,20.6,5.47
 7/3/19  6:1:0  PM,29.3,20.6,5.47
 7/3/19  6:2:0  PM,29.3,20.6,5.47
 7/3/19  6:3:0  PM,29.3,20.6,5.47
 7/3/19  6:4:0  PM,28.9,20.6,5.47
 7/3/19  6:5:0  PM,28.9,22.1,5.51
 7/3/19  6:6:0  PM,28.9,22.1,5.49
 7/3/19  6:7:0  PM,28.9,22.1,5.49
 7/3/19  6:8:0  PM,28.9,22.1,5.49
 7/3/19  6:9:0  PM,28.9,22.1,5.49
 7/3/19  8:0:0  PM,27.3,53.5,5.43
 7/3/19  8:1:0  PM,27.3,53.5,5.43
 7/3/19  8:2:0  PM,27.3,53.5,5.43
 7/3/19  8:3:0  PM,27.3,53.5,5.43
 7/3/19  8:4:0  PM,27.3,53.5,5.43
 7/3/19  8:5:0  PM,27.3,55.8,5.43
 7/3/19  8:6:0  PM,27.3,55.8,5.43
 7/3/19  8:7:0  PM,26.9,55.8,5.43
 7/3/19  8:8:0  PM,26.9,55.8,5.46
 7/3/19  8:9:0  PM,26.9,55.8,5.49
 8/3/19  8:0:0  AM,26.9,55.8,5.49
 8/3/19  8:1:0  AM,27.2,70.2,5.51
 8/3/19  8:2:0  AM,27.2,70.2,5.51
 8/3/19  8:3:0  AM,27.2,70.2,5.51
 8/3/19  8:4:0  AM,27.2,70.2,5.51
 8/3/19  8:5:0  AM,27.2,70.4,5.54
 8/3/19  8:6:0  AM,26.9,70.4,5.54
 8/3/19  8:7:0  AM,26.9,70.4,5.54
 8/3/19  8:8:0  AM,26.9,70.4,5.54
